"","MSZoning","Utilities","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","ExterQual","ExterCond","BsmtQual","BsmtCond","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageArea","GarageQual","GarageCond","OpenPorchSF","PoolArea","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice","logPrice"
"769",1,1,1,1,1,6,5,1998,2,1,1,1,804,1,1,1,1,1682,3,1,1,7,1,0,1,523,1,1,77,0,1,6,2010,1,1,200500,12.2085695257288
"770",1,1,10,1,5,5,5,1975,2,1,1,1,1390,1,3,1,1,1701,3,1,2,6,4,2,2,611,1,1,0,0,1,1,2007,1,1,171000,12.0494188354848
"779",1,1,16,1,1,10,5,2007,3,1,3,1,3138,1,1,1,1,4676,3,1,3,11,1,1,3,884,1,1,406,0,1,10,2007,2,3,184750,12.1267588388104
"783",1,1,12,1,2,5,5,1953,2,1,2,1,773,1,2,1,1,773,2,1,2,4,1,0,1,240,1,1,0,0,1,4,2008,1,2,110000,11.6082356447746
"786",1,1,12,1,6,6,7,1964,2,1,1,1,1302,1,1,1,1,1302,3,1,1,7,2,0,1,309,1,1,0,0,2,10,2007,6,1,158000,11.9703503120091
"791",1,1,17,1,1,8,5,2003,1,1,1,1,1482,1,1,1,1,2262,4,1,1,10,1,2,3,749,1,1,0,0,1,8,2008,1,1,305000,12.6280670555895
"793",1,1,18,1,2,7,5,1990,2,1,1,1,1424,1,1,1,1,1442,3,1,2,5,1,0,1,500,1,1,34,0,1,5,2009,1,1,180500,12.1034860567551
"795",1,1,4,1,1,8,5,1995,1,1,1,1,1318,1,1,1,1,2531,4,1,1,9,1,1,2,752,1,1,98,0,1,11,2007,1,1,290000,12.5776362019627
"797",1,1,1,1,2,5,5,1972,2,1,2,1,894,1,3,1,1,894,2,1,2,6,1,0,1,600,1,1,0,0,1,9,2009,1,1,123000,11.7199396343546
"800",1,1,7,1,6,6,5,1967,2,1,1,1,1680,1,4,1,1,1724,3,1,2,7,1,1,3,480,1,1,0,0,1,6,2009,1,1,197900,12.1955171315907
"802",1,1,11,1,2,9,5,2007,3,1,3,1,1822,1,1,1,1,1828,3,1,1,9,1,1,3,774,1,1,108,0,1,7,2007,2,3,314813,12.6597340907337
"803",1,1,6,1,2,8,5,2006,1,1,3,1,1795,1,1,1,1,1795,2,1,1,7,1,1,3,895,1,1,49,0,1,2,2007,2,3,147000,11.8981878657609
"804",4,1,6,5,1,7,5,2000,1,1,1,1,673,1,1,1,1,1382,3,1,1,6,1,0,1,490,1,1,50,0,1,4,2006,1,1,165000,12.0137007528827
"805",1,1,1,1,1,7,6,2003,1,1,1,1,941,1,1,1,1,1829,3,1,1,7,1,1,2,613,1,1,39,0,1,1,2010,1,1,237000,12.3758154201173
"806",1,1,12,1,2,6,6,1948,2,2,2,1,972,1,1,1,1,972,2,1,2,5,1,1,3,240,1,1,0,0,1,5,2009,1,1,132000,11.7905572015685
"807",1,1,1,1,1,6,7,1977,2,1,1,1,689,1,1,1,1,1392,3,1,2,6,1,0,1,299,1,1,36,0,2,3,2010,1,1,161750,11.9938072123631
"814",1,1,3,1,1,7,9,1941,3,2,2,2,1152,1,1,1,1,2340,4,1,1,9,1,2,3,252,1,1,60,0,4,5,2010,1,1,266500,12.493129522588
"817",1,1,11,4,2,7,5,2005,1,1,1,1,1364,1,1,1,1,1364,2,1,1,6,1,1,3,484,1,1,36,0,1,6,2006,1,1,185850,12.1326951757254
"823",1,1,11,4,2,7,5,2005,1,1,1,1,1368,1,1,1,1,1368,2,1,1,6,1,1,3,474,1,1,35,0,1,9,2006,2,3,202500,12.2184951655287
"824",3,1,14,1,3,4,4,1920,2,2,2,1,698,1,3,1,3,1128,2,1,2,6,1,0,1,528,1,1,0,0,1,4,2010,3,2,68400,11.1331281036106
"827",1,1,1,1,6,5,8,1977,1,1,1,2,985,1,3,1,1,985,3,1,2,6,1,0,1,328,1,1,0,0,1,11,2008,1,1,149900,11.9177236840907
"829",2,1,8,1,2,5,5,1956,2,1,4,3,0,1,2,1,3,882,2,1,2,4,1,0,1,308,1,1,45,0,1,12,2008,1,1,97000,11.4824662574855
"830",1,1,1,1,1,8,5,2002,1,1,1,1,1284,1,1,1,1,2169,3,1,1,7,1,1,3,647,1,1,87,0,1,8,2007,1,1,228500,12.3392914893164
"832",2,1,15,4,1,5,3,1976,2,1,1,1,536,1,3,1,1,1112,3,1,2,4,1,0,1,336,1,1,0,0,1,4,2010,1,1,85000,11.3504065354725
"833",1,1,10,1,2,6,5,1977,2,1,2,1,660,1,1,1,1,1285,3,1,2,7,1,1,2,528,1,1,0,0,2,4,2007,1,1,143500,11.8740903141818
"839",1,1,18,1,2,9,5,2006,3,1,3,1,1746,1,1,1,1,1746,3,1,3,7,1,2,3,758,1,1,39,0,1,10,2009,1,1,377500,12.8413258476712
"844",2,1,15,4,5,4,4,1970,2,1,1,1,630,1,3,1,1,630,1,1,2,3,1,0,1,286,1,1,0,0,1,4,2009,1,1,80000,11.289781913656
"847",1,1,8,2,3,5,4,1900,2,3,2,4,954,1,3,2,3,2414,3,2,2,10,5,1,3,520,1,2,0,0,1,5,2006,4,1,160000,11.982929094216
"848",4,1,6,5,1,8,5,1999,1,1,1,1,776,1,1,1,1,1441,2,1,1,5,1,0,1,492,1,1,0,0,1,11,2007,1,1,174000,12.0668105781967
"850",2,1,8,1,3,6,7,1916,2,2,2,1,714,2,3,2,1,2526,5,1,1,10,1,1,3,216,1,1,15,0,3,8,2007,6,6,136000,11.8204101647182
"853",1,1,5,1,2,4,5,1963,2,1,2,1,1064,1,2,1,1,1040,3,1,2,5,1,0,1,648,1,1,0,0,1,1,2007,1,1,132250,11.7924493497205
"854",1,1,22,4,2,7,5,2006,1,1,3,1,1258,1,1,1,1,1258,2,1,1,6,1,1,3,648,1,1,16,0,1,6,2007,2,3,172500,12.0581525154536
"856",1,1,5,1,2,5,5,1985,2,1,2,1,833,1,1,1,1,833,3,1,2,5,1,0,1,0,4,3,0,0,2,3,2009,1,1,112000,11.6262541502772
"857",1,1,12,1,2,5,5,1959,2,1,2,1,1398,1,2,1,1,1700,4,1,1,6,1,1,3,447,1,1,38,0,1,4,2010,1,1,165500,12.0167264737993
"860",1,1,18,1,1,6,5,2005,1,1,1,1,783,1,1,1,1,1484,3,1,1,8,1,1,3,393,1,1,72,0,1,7,2007,2,3,178900,12.0945822694968
"865",1,1,12,1,2,5,7,1954,2,1,2,1,1056,1,3,1,1,1056,3,1,2,6,1,0,1,260,1,1,0,0,1,7,2007,1,1,139400,11.8451027773086
"867",1,1,24,1,3,6,5,1936,2,1,2,1,1064,1,1,1,3,1639,3,1,2,6,6,0,1,240,1,1,0,0,1,3,2008,1,1,115000,11.6526874073454
"869",1,1,11,1,2,9,5,2006,1,1,3,1,1652,1,1,1,1,1652,2,1,3,6,1,2,5,840,1,1,102,0,1,11,2009,1,1,325000,12.6915804613119
"874",1,1,13,1,1,7,6,1989,1,1,1,1,807,1,2,1,1,1982,3,1,1,7,1,1,2,575,1,1,84,0,1,1,2007,1,1,228500,12.3392914893164
"875",1,1,4,1,2,8,5,1994,1,1,1,1,1624,1,1,1,1,1624,2,1,1,5,1,1,4,757,1,1,114,0,4,7,2006,1,1,262000,12.4760997827432
