"","MSZoning","Utilities","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","ExterQual","ExterCond","BsmtQual","BsmtCond","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageArea","GarageQual","GarageCond","OpenPorchSF","PoolArea","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice","logPrice"
"359",1,1,11,1,2,8,5,2003,1,1,1,1,3206,1,1,1,1,1629,3,1,1,7,1,1,3,880,1,1,0,0,1,10,2009,1,1,284000,12.5567295171433
"811",1,1,16,1,2,4,7,1946,2,1,4,3,0,1,1,1,1,930,2,1,1,6,1,0,1,308,1,1,0,0,1,4,2010,1,2,84900,11.3492293722994
"503",2,1,8,1,7,6,6,1914,2,1,2,1,742,1,1,1,1,1484,3,1,2,9,1,1,3,0,4,3,291,0,1,6,2008,1,1,128000,11.7597855429018
"378",1,1,10,1,2,5,7,1961,2,1,2,1,912,1,3,1,1,1236,3,1,2,6,1,1,2,288,1,1,0,0,1,6,2006,1,1,135000,11.8130300574206
"662",1,1,4,1,1,8,5,1998,1,1,1,1,1470,1,2,1,1,2630,4,1,1,8,1,1,2,696,1,1,66,0,1,6,2008,1,1,315000,12.6603279178078
"723",1,1,12,1,2,5,6,1960,2,1,2,1,1269,1,3,1,3,1269,3,1,2,6,1,1,4,308,1,1,0,0,1,6,2008,1,1,155000,11.9511803959014
"572",1,1,5,1,2,5,5,1954,2,1,2,1,988,1,1,1,3,988,2,1,2,4,1,0,1,520,1,1,0,0,1,2,2008,1,1,113000,11.6351430976945
"410",1,1,10,1,2,5,5,1968,2,1,2,1,952,1,1,1,1,1211,3,1,2,5,1,1,2,322,1,1,63,0,1,8,2008,1,1,134000,11.805595078933
"353",1,1,24,1,3,6,7,1940,2,1,2,1,778,1,3,1,1,1489,3,1,2,7,1,1,3,240,1,1,0,0,3,7,2009,1,1,139500,11.8458198802436
"357",1,1,4,1,1,8,5,1998,1,1,1,1,1284,1,1,1,1,2450,3,1,1,7,1,1,2,1069,1,1,126,0,1,5,2009,1,1,340000,12.7367008965923
"609",1,1,13,4,2,6,5,1984,2,1,1,1,744,1,3,1,1,752,2,1,2,4,1,0,1,264,1,1,0,0,2,2,2010,1,1,125000,11.7360690162844
"719",1,1,24,1,3,5,5,1926,2,3,2,1,1008,1,1,1,1,1522,4,1,2,7,1,0,1,0,4,3,0,0,1,6,2006,1,1,102000,11.5327280922664
"798",4,1,6,4,2,8,5,2005,1,1,1,1,1247,1,1,1,1,1247,1,1,1,4,1,1,3,550,1,1,84,0,1,4,2006,1,1,197000,12.1909590077201
"799",1,1,22,4,2,7,5,2005,1,1,1,1,1346,1,1,1,1,1504,1,1,1,7,1,1,3,457,1,1,0,0,1,5,2009,1,1,181000,12.106252310248
"598",1,1,1,1,1,7,5,2006,1,1,1,1,939,1,1,1,1,1797,3,1,1,8,1,0,1,639,1,1,53,0,1,4,2007,1,1,213500,12.2713921116508
"578",1,1,12,1,3,6,8,1950,2,2,2,1,856,1,1,1,1,1668,3,1,2,6,4,0,1,271,1,1,0,0,2,9,2009,1,1,140000,11.8493977015914
"676",4,1,6,1,2,7,5,2007,1,1,3,1,1372,1,1,1,1,1372,3,1,1,6,1,0,1,529,1,1,140,0,1,5,2008,2,3,250580,12.4315335097995
"819",1,1,18,1,2,7,5,1995,2,1,1,2,1237,1,2,1,1,1253,3,1,2,6,1,1,2,402,1,1,21,0,1,6,2007,1,1,176000,12.0782392740203
"248",1,1,1,1,1,8,5,1995,1,1,1,1,1220,1,1,1,1,2090,3,1,1,8,1,1,2,556,1,1,65,0,1,12,2007,1,1,240000,12.3883942023241
"620",1,1,11,1,2,9,5,2003,1,1,3,1,1792,1,1,1,1,1792,2,1,3,6,1,1,3,874,1,1,49,0,1,8,2006,1,1,374000,12.8320110763967
"843",1,1,17,1,3,7,5,1990,1,2,1,1,1156,1,1,1,1,1717,3,1,1,7,1,1,2,400,1,1,36,0,1,4,2007,1,1,187500,12.1415341243926
"739",1,1,11,4,2,9,5,2008,3,1,3,1,1702,1,1,1,1,1702,1,1,3,7,1,1,3,1052,1,1,72,0,1,10,2008,2,3,367294,12.8139178962537
"299",1,1,10,1,2,5,6,1967,2,1,2,1,876,1,3,1,1,902,3,1,2,6,1,0,1,288,1,1,0,0,2,8,2007,1,1,125500,11.740061037554
"443",5,1,12,4,2,6,5,1998,1,1,1,1,1405,1,1,1,1,1337,2,1,1,5,1,0,1,511,1,1,68,0,1,8,2008,3,2,181000,12.106252310248
"147",2,1,8,1,1,5,7,1910,2,2,5,4,264,1,1,1,1,1432,2,1,2,7,1,0,1,360,1,4,0,0,4,5,2007,1,2,132000,11.7905572015685
"516",1,1,20,1,3,6,7,1958,1,1,1,1,1444,1,2,1,1,2144,4,1,1,7,1,2,2,389,1,1,98,0,1,6,2007,1,1,277000,12.5317727851695
"489",1,1,5,1,2,5,5,2007,2,1,1,1,1120,1,1,1,1,1120,3,1,2,6,1,0,1,0,4,3,30,0,1,12,2007,2,3,147000,11.8981878657609
"102",2,1,8,1,8,10,9,1892,1,2,2,1,1107,1,1,1,1,3608,4,1,3,12,1,2,2,840,5,1,260,0,4,6,2006,1,1,475000,13.0710700830168
"859",1,1,13,1,1,8,5,1993,1,1,1,1,777,1,1,1,1,1911,3,1,1,8,1,1,2,471,1,1,81,0,1,9,2006,1,1,215000,12.2783933071098
"744",4,1,6,4,1,7,5,1999,1,1,1,1,691,1,1,1,1,1452,3,1,1,6,1,0,1,506,1,1,34,0,1,3,2006,1,1,183900,12.1221474105924
"773",1,1,10,1,2,5,5,1962,2,1,2,1,1057,1,3,1,1,1057,3,1,2,6,1,0,1,576,1,1,0,0,1,4,2007,1,1,132000,11.7905572015685
"836",1,1,12,1,2,5,8,1965,2,1,2,1,912,1,1,1,1,912,2,1,1,5,1,0,1,576,1,1,240,0,1,12,2008,1,1,147000,11.8981878657609
"158",1,1,11,1,1,9,5,2006,2,1,3,2,1249,1,1,1,1,2596,4,1,1,9,1,0,1,840,1,1,154,0,1,9,2006,2,3,342643,12.7444443677961
"732",1,1,11,1,2,8,5,2006,1,1,1,1,1935,1,2,1,1,1973,3,1,1,9,1,1,3,895,1,1,45,0,1,7,2007,2,3,395000,12.8866410438833
"181",1,1,16,1,1,7,5,2003,1,1,1,1,746,1,1,1,1,1656,3,1,1,7,1,1,3,397,1,1,128,0,1,7,2008,1,1,165400,12.0161220615717
"323",1,1,17,1,2,5,5,1948,2,1,2,1,747,1,3,1,1,1687,3,1,2,7,2,2,2,572,1,1,0,0,1,6,2010,1,1,160000,11.982929094216
"300",1,1,2,1,6,5,7,1978,2,1,1,1,1360,1,1,1,1,1432,2,1,1,5,1,1,2,588,1,1,180,0,1,6,2007,1,1,194000,12.1756134380455
"635",1,1,9,1,2,1,3,1946,4,3,4,3,0,1,4,2,2,334,1,1,4,2,1,0,1,0,4,3,0,0,1,1,2007,1,1,39300,10.5789797978574
"172",1,1,16,1,2,5,7,1964,2,2,2,1,1486,1,1,1,1,1486,3,1,2,7,1,0,1,480,1,1,0,0,2,3,2009,1,1,167000,12.0257490913989
"261",1,1,10,1,1,6,7,1969,2,1,2,1,663,1,3,1,1,1352,4,1,2,7,1,0,1,299,1,1,36,0,2,3,2010,1,1,158000,11.9703503120091
"57",1,1,12,1,6,5,5,1966,2,1,2,1,1024,1,3,1,1,1086,3,1,2,6,1,1,3,484,1,1,0,0,3,6,2006,1,1,159950,11.9826165453777
"590",1,1,12,1,2,6,5,1960,2,1,2,1,1253,1,3,1,1,1253,2,1,2,5,1,1,4,352,1,1,213,0,3,5,2008,1,1,157000,11.9640010843304
"364",1,1,9,1,2,4,5,1941,2,1,2,1,788,1,3,1,3,788,2,1,2,4,1,2,2,0,4,3,0,0,3,4,2006,1,2,100000,11.5129254649702
"282",1,1,7,1,6,6,6,1978,2,1,1,1,1032,1,3,1,1,1032,3,1,2,6,1,1,2,564,1,1,0,0,2,7,2007,1,1,148000,11.9049675527463
"278",1,1,3,1,1,6,7,1934,2,1,2,1,715,1,4,1,3,1660,3,1,2,6,1,1,3,240,1,1,0,0,1,8,2008,1,1,188700,12.1479137313566
"425",1,1,3,1,1,7,6,1931,2,3,1,1,776,1,3,1,1,1502,3,1,2,6,1,1,3,270,1,1,0,0,2,2,2008,1,1,149000,11.9117015849276
"437",1,1,11,1,1,9,5,2005,3,1,3,1,1848,1,1,1,1,2728,4,1,3,10,1,2,5,706,1,1,0,0,1,4,2006,2,3,437154,12.9880408147445
"157",1,1,18,1,1,7,5,2006,1,1,3,2,868,1,1,1,1,2021,3,1,1,9,1,1,3,422,1,1,100,0,1,9,2006,2,3,274725,12.5235258763151
"45",1,1,16,1,3,5,7,1918,2,1,2,1,686,2,2,1,1,1250,3,1,4,7,1,0,1,280,1,1,0,0,1,7,2006,1,1,116000,11.6613454700885
"634",2,1,15,4,1,4,4,1970,2,1,2,1,546,1,3,1,1,1092,3,1,2,6,1,0,1,286,1,1,0,0,1,8,2009,1,1,88000,11.3850920934603
"150",1,1,1,1,2,7,5,2009,2,1,1,1,1226,1,1,1,1,1226,3,1,1,6,1,0,1,740,1,1,36,0,1,5,2010,1,1,198900,12.2005574648421
"547",1,1,13,1,1,7,5,2004,1,1,1,1,956,1,1,1,1,2084,4,1,1,8,1,0,1,618,1,1,45,0,1,1,2010,1,1,233000,12.3587937325478
"185",1,1,2,1,2,9,5,1981,1,1,3,1,1842,1,2,1,1,1842,0,1,1,5,1,1,3,894,1,1,72,0,1,11,2006,1,1,385000,12.8609986132699
"862",2,1,16,4,6,5,5,2005,2,1,1,1,547,1,2,1,1,1072,2,1,2,5,1,0,1,525,1,1,28,0,1,5,2006,1,1,145000,11.8844890214027
"246",1,1,20,1,2,5,8,1968,2,1,2,1,1437,1,1,1,1,1473,1,1,3,5,1,2,3,452,1,1,48,0,1,6,2009,1,3,143000,11.870599909242
"212",1,1,10,1,2,5,6,1965,2,1,2,1,935,1,3,1,1,935,3,1,2,5,1,0,1,288,1,1,0,0,2,11,2006,1,1,137000,11.8277362048103
"647",1,1,10,1,2,5,8,1968,2,2,2,1,1060,1,1,1,1,1060,3,1,1,6,1,1,2,270,1,1,90,0,2,5,2010,1,1,154000,11.9447078813958
"30",1,1,3,1,7,7,5,1941,2,2,2,1,918,1,2,1,1,1646,4,1,2,7,1,2,3,240,1,1,0,0,2,8,2007,1,1,164000,12.0076217068063
"26",1,1,10,1,2,5,5,1965,2,1,2,1,864,1,2,1,1,864,3,1,2,5,1,1,6,360,1,1,0,0,3,12,2009,1,1,62383,11.0410480813427
"555",2,1,8,1,2,6,7,1926,2,2,2,1,1149,1,2,1,3,1616,3,1,1,5,1,0,1,216,1,1,0,0,1,10,2007,1,1,152000,11.9316357998284
"518",2,1,9,1,3,6,7,1947,2,2,2,1,1004,1,1,1,1,1664,3,1,2,7,1,2,3,420,1,1,24,0,1,10,2006,1,1,159000,11.9766594812024
"667",1,1,5,1,6,7,5,1990,2,1,1,1,1188,1,1,1,1,1217,3,1,1,6,1,0,1,497,1,1,27,0,4,6,2009,1,1,173000,12.0610468734799
"169",2,1,10,3,2,5,5,1963,2,1,2,1,1728,1,3,1,1,1728,6,2,2,10,1,0,1,504,1,1,0,0,1,11,2006,5,2,125000,11.7360690162844
"136",2,1,9,1,3,6,6,1934,2,1,2,1,816,1,3,1,1,1176,3,1,2,6,1,1,3,528,1,1,0,0,2,9,2006,1,1,114500,11.6483301019764
"379",1,1,18,1,1,6,5,1995,2,1,1,1,691,1,2,1,1,1498,3,1,2,6,1,1,2,409,1,1,44,0,1,7,2006,1,1,187500,12.1415341243926
"9",1,1,12,1,6,6,6,1955,2,1,2,1,1156,1,1,1,1,1520,3,1,2,7,1,2,3,364,1,1,0,0,1,3,2010,1,1,153000,11.9381932003746
"415",1,1,9,1,2,3,2,1940,2,4,2,1,728,1,1,1,1,1306,3,1,4,6,5,0,1,0,4,3,0,0,3,5,2010,1,1,76500,11.2450460198146
"653",1,1,12,1,2,5,6,1958,2,1,2,1,1056,1,4,1,1,1056,3,1,2,6,1,0,1,308,1,1,0,0,1,8,2007,1,1,139000,11.8422292121128
"48",1,1,6,1,2,8,5,2006,1,1,3,1,1660,1,1,1,1,1660,3,1,1,8,1,1,3,500,1,1,50,0,1,5,2006,2,3,290000,12.5776362019627
"427",1,1,7,1,1,6,6,1976,2,1,2,1,848,1,3,1,1,2030,4,1,1,8,1,1,2,551,1,1,224,0,1,6,2007,1,1,195000,12.1807548375459
"384",1,1,7,1,6,7,5,1980,2,1,1,1,1372,1,3,1,1,1472,3,1,2,6,1,2,2,588,1,1,48,0,1,6,2009,1,1,187500,12.1415341243926
"707",1,1,12,1,1,6,5,1966,2,1,2,1,660,1,3,1,1,1348,3,1,2,6,1,1,4,453,1,1,108,0,1,7,2006,1,1,155000,11.9511803959014
"790",4,1,6,4,1,7,5,2006,1,1,1,1,625,1,1,1,1,1250,2,1,1,5,1,0,1,625,1,1,54,0,1,3,2008,1,1,171900,12.0546681913709
"780",2,1,22,4,2,7,5,2004,1,1,1,1,1375,1,1,1,1,1414,2,1,1,6,1,1,2,398,1,1,20,0,1,5,2006,1,1,178740,12.0936875149354
"748",5,1,13,1,2,4,4,1950,4,3,2,4,721,1,2,1,1,841,2,1,2,4,1,0,1,294,1,1,0,0,1,9,2009,1,1,82000,11.3144745262464
"224",2,1,8,1,2,6,6,1925,2,2,2,1,1103,1,2,1,1,1103,2,1,1,5,1,1,3,440,1,1,120,0,2,7,2006,1,1,110500,11.6127707999399
"575",4,1,6,4,1,7,5,2004,1,1,1,1,600,1,1,1,1,1200,2,1,1,4,1,0,1,480,1,1,172,0,1,6,2010,1,1,151000,11.9250351157971
"86",1,1,11,1,2,10,5,2009,3,1,3,1,2006,1,1,1,1,2020,3,1,3,9,1,1,3,900,1,1,54,0,1,9,2009,2,3,402861,12.9063468682812
"400",1,1,12,1,6,5,7,1971,2,1,2,1,372,1,3,1,1,1109,3,1,2,5,1,0,1,288,1,1,0,0,3,12,2007,1,1,139000,11.8422292121128
"174",1,1,11,4,2,9,5,2005,3,1,3,1,1561,1,1,1,1,1561,2,1,3,6,1,1,3,556,1,1,47,0,1,8,2007,1,1,277500,12.5335762121686
"809",1,1,12,1,2,5,6,1954,2,1,2,1,1008,1,2,1,1,1008,2,1,2,4,1,1,3,275,1,1,0,0,1,7,2006,1,1,137000,11.8277362048103
"91",1,1,17,1,2,8,5,2002,1,1,3,1,1800,1,1,1,1,1800,3,1,1,7,1,1,3,765,1,1,78,0,1,5,2006,1,1,312500,12.6523597481586
"65",1,1,5,3,1,6,5,1971,2,1,2,1,912,1,3,1,1,1824,4,2,2,8,1,0,1,0,4,3,0,0,1,4,2010,1,1,139000,11.8422292121128
"486",1,1,7,1,2,6,5,1967,2,1,2,1,1372,1,3,1,1,1342,3,1,2,7,1,1,3,457,1,1,0,0,1,9,2009,1,1,161500,11.9922604216448
"406",2,1,14,1,3,7,4,1931,2,3,2,1,1040,1,1,1,2,1818,4,1,2,7,1,2,2,240,1,1,0,0,1,6,2007,1,1,169500,12.0406082058026
"582",1,1,4,1,2,8,5,1992,1,1,1,1,3200,1,1,1,1,3228,4,1,1,10,1,1,3,546,1,1,75,0,1,5,2007,1,1,430000,12.9715404876697
"603",1,1,11,1,2,8,5,2004,1,1,3,1,1836,1,1,1,1,1836,3,1,1,7,1,1,3,862,1,1,185,0,1,3,2009,1,1,280000,12.5425448821514
"569",1,1,22,4,2,7,5,2007,1,1,1,1,1386,1,1,1,1,1569,1,1,1,7,1,1,2,660,1,1,20,0,1,5,2009,1,1,175900,12.0776709307256
"259",2,1,1,4,2,6,5,2004,1,1,1,1,848,1,1,1,1,848,1,1,1,3,1,0,1,420,1,1,0,0,1,5,2010,1,1,143000,11.870599909242
"183",1,1,1,1,2,5,8,1978,1,2,2,1,864,1,1,1,1,864,3,1,2,6,1,0,1,336,1,1,0,0,3,7,2009,1,1,136500,11.8240798936072
"87",1,1,5,3,2,6,5,1976,2,1,2,1,1728,1,3,1,1,1728,4,2,2,8,1,0,1,574,1,1,0,0,1,7,2006,1,1,150900,11.9243726447559
"549",1,1,12,1,2,6,5,1960,2,1,2,1,1478,1,1,1,3,1478,3,1,2,6,1,2,3,498,1,1,40,0,1,12,2009,1,1,157500,11.9671807372478
"792",1,1,1,1,1,7,5,2007,1,1,3,1,1264,1,1,1,1,2696,4,1,3,10,1,1,3,792,1,1,184,0,1,10,2007,2,3,383970,12.8583197035179
"868",1,1,4,1,1,7,5,1992,1,1,1,1,750,1,1,1,1,1923,3,1,1,8,1,1,2,564,1,1,39,0,1,6,2010,1,1,190000,12.1547793511426
"47",1,1,12,1,4,6,6,1954,2,1,2,1,832,1,2,1,1,832,2,1,1,4,1,0,1,528,1,1,0,0,1,6,2008,1,1,105500,11.5664662318983
"8",1,1,12,1,2,5,5,1958,2,1,2,1,912,1,1,1,3,912,2,1,2,5,1,0,1,275,1,1,0,0,1,7,2007,3,1,114500,11.6483301019764
"782",1,1,16,1,6,6,5,1976,2,1,2,1,1029,1,3,1,1,1117,3,1,2,6,1,1,2,672,1,1,0,0,2,3,2010,1,2,107000,11.580584113444
"84",2,1,8,1,2,5,6,1957,2,1,2,1,928,1,2,1,3,928,3,1,2,5,1,0,1,288,1,1,0,0,1,6,2008,1,1,112500,11.6307085006266
"801",1,1,3,1,2,6,7,1956,2,1,2,1,1073,1,1,1,1,1811,2,1,3,6,1,1,3,470,1,1,0,0,1,7,2006,1,2,230000,12.3458345879053
"326",1,1,19,1,2,9,5,2005,1,1,3,1,1922,1,1,1,1,1922,3,1,1,8,1,1,3,676,1,1,51,0,1,7,2007,1,1,377426,12.8411298019654
"279",1,1,13,1,1,7,5,1986,1,1,2,1,1502,1,1,1,1,2730,4,1,1,8,1,1,2,576,1,1,96,0,2,8,2007,1,1,301000,12.614865543731
"276",1,1,6,1,2,8,5,2008,1,1,1,1,1573,1,1,1,1,1578,3,1,3,7,1,1,3,840,1,1,36,0,1,5,2009,2,3,287090,12.5675510344332
"254",1,1,7,1,2,6,7,1968,2,1,2,1,1489,1,2,1,1,1489,3,1,1,7,1,1,3,462,1,1,0,0,1,8,2009,1,1,185750,12.13215696258
"111",1,1,24,1,8,5,8,1939,2,1,2,1,720,1,1,1,1,2192,4,1,1,8,1,1,3,240,1,1,24,0,1,7,2008,1,1,179500,12.0979304869105
"4",2,1,8,1,3,4,7,1910,2,1,2,4,576,1,2,1,1,1140,3,1,2,7,4,0,1,0,4,3,160,0,1,6,2010,1,1,96500,11.4772982873271
"366",4,1,6,1,2,7,5,2005,1,1,1,1,1257,1,1,1,1,1266,3,1,1,6,1,1,2,453,1,1,144,0,1,4,2006,1,1,176000,12.0782392740203
"568",1,1,11,1,2,8,5,2007,3,1,3,1,1694,1,1,1,1,1694,3,1,1,7,1,0,1,818,1,1,228,0,1,12,2007,2,3,318000,12.6698066617623
"250",2,1,8,2,1,6,8,1910,2,3,5,1,1020,1,2,2,4,1928,4,2,4,9,1,0,1,440,6,5,60,0,1,4,2006,1,1,137000,11.8277362048103
"828",1,1,1,1,2,7,5,2001,1,1,1,1,1541,1,1,1,1,1541,3,1,1,6,1,1,2,843,1,1,81,0,1,1,2006,1,1,205000,12.2307652581205
"113",1,1,22,4,2,7,5,2007,1,1,1,1,1373,1,1,1,1,1555,2,1,1,7,1,1,2,660,1,1,20,0,1,6,2009,1,1,174000,12.0668105781967
"507",1,1,6,1,2,8,5,2008,1,1,1,1,1468,1,1,1,1,1468,3,1,1,6,1,1,3,898,1,1,150,0,1,12,2009,2,3,244600,12.4073795022352
"429",1,1,19,4,2,8,5,1985,1,1,1,1,1488,1,3,1,1,1502,1,1,1,4,1,0,1,528,1,1,54,0,1,6,2010,1,1,212000,12.2643415536542
"522",1,1,5,3,2,5,4,1967,2,1,2,1,1632,1,3,1,1,1632,4,2,2,8,1,0,1,576,1,1,0,0,1,6,2007,1,1,143000,11.870599909242
"287",2,1,5,4,2,6,5,1998,2,1,3,1,1204,1,1,1,1,1204,2,1,2,5,1,0,1,412,1,1,247,0,1,6,2009,1,1,162000,11.9953516142145
"389",2,1,23,5,1,6,5,1973,2,1,2,4,483,1,3,1,1,987,2,1,2,5,1,0,1,264,1,1,0,0,1,6,2006,1,1,83000,11.3265958867787
"845",1,1,7,1,3,7,5,1988,1,2,1,2,1204,1,2,1,1,2183,4,1,1,9,1,0,1,786,1,1,0,0,1,2,2006,1,1,229000,12.3414772825364
"586",1,1,11,1,2,10,5,2008,3,1,3,1,3094,1,1,1,1,2402,2,1,3,10,1,2,3,672,1,1,72,0,1,4,2009,1,1,555000,13.2267233927286
"205",2,1,8,1,1,5,8,1904,2,1,2,1,650,1,2,1,1,1539,3,1,1,8,1,1,6,686,3,1,78,0,1,6,2008,1,1,157500,11.9671807372478
"203",2,1,8,1,2,6,5,1923,2,1,2,1,1200,1,3,1,3,1200,4,1,2,7,1,0,1,312,2,2,0,0,1,3,2006,1,6,125000,11.7360690162844
"420",1,1,3,1,3,5,7,1940,1,2,2,4,728,1,1,1,1,1308,2,1,2,7,4,2,2,256,1,1,70,0,1,6,2009,1,1,160000,11.982929094216
"220",1,1,10,1,2,5,5,1968,2,1,1,1,894,1,2,1,1,894,3,1,2,5,1,1,6,450,1,1,0,0,1,5,2007,1,1,129000,11.7675676833438
"663",1,1,7,1,2,5,6,1971,2,1,1,1,1484,1,2,1,1,1484,3,1,2,7,1,1,2,487,1,1,0,0,1,2,2007,1,1,175000,12.0725412529057
"200",1,1,8,1,2,5,7,1954,2,2,2,1,833,1,1,1,1,833,2,1,1,4,1,0,1,326,1,1,0,0,2,8,2006,1,1,117000,11.6699292137799
"404",1,1,11,1,2,8,5,2007,1,1,3,1,1710,1,1,1,1,1710,2,1,1,6,1,1,3,866,1,1,102,0,1,1,2008,2,3,372402,12.8277291949399
"229",1,1,10,3,2,4,5,1967,2,1,4,3,0,1,3,1,1,1296,2,2,2,6,1,0,1,516,1,1,0,0,1,10,2006,1,1,90000,11.4075649493124
"515",1,1,16,1,2,9,5,2007,3,1,3,1,1698,1,1,1,1,1698,3,1,3,8,1,1,3,768,1,1,64,0,1,2,2009,1,1,320000,12.6760762747759
"329",1,1,16,1,2,4,5,1951,2,1,5,4,836,1,3,1,2,1220,2,1,2,6,1,0,1,396,1,1,0,0,1,4,2006,3,1,102000,11.5327280922664
"238",1,1,12,1,2,5,6,1965,2,1,2,1,925,1,1,1,1,925,2,1,2,5,1,0,1,429,1,1,0,0,3,7,2009,1,1,117500,11.6741936125664
"666",1,1,12,1,2,5,6,1953,2,1,2,1,608,1,3,1,1,1319,3,1,2,5,4,0,1,270,1,1,0,0,3,11,2009,1,1,123000,11.7199396343546
"268",1,1,4,1,1,8,5,1990,1,1,3,1,1453,1,1,1,1,2810,4,1,1,9,1,1,5,750,3,4,0,0,1,6,2007,1,1,302000,12.618182296357
"736",1,1,10,1,3,5,8,1875,2,2,2,1,780,1,2,2,1,1020,2,1,2,6,1,0,1,0,4,3,0,0,1,5,2010,1,1,94000,11.4510500612521
"167",1,1,20,1,2,4,6,1954,2,1,1,1,1364,1,1,1,1,1663,2,1,1,6,2,2,3,529,1,1,137,0,1,3,2008,1,1,256000,12.4529327234617
"321",1,1,19,4,2,8,5,1995,1,1,1,1,1595,1,1,1,1,1616,2,1,1,5,1,1,2,608,1,1,152,0,1,3,2010,1,1,236500,12.3737034869141
"584",1,1,16,1,2,5,5,2006,2,1,1,1,1125,1,2,1,1,1125,2,1,2,5,1,0,1,430,1,1,64,0,1,4,2007,2,3,155000,11.9511803959014
"837",1,1,11,5,2,7,5,2007,1,1,1,1,1314,1,1,1,1,1314,2,1,1,6,1,1,3,626,1,1,62,0,1,7,2009,1,1,230000,12.3458345879053
"21",1,1,16,1,2,3,3,1914,2,1,2,1,864,1,3,2,2,864,2,1,2,5,1,0,1,0,4,3,0,0,1,9,2008,1,1,67000,11.1124478983731
"466",1,1,12,3,1,5,5,1969,2,1,2,1,1248,1,3,1,1,2634,6,2,2,12,1,0,1,968,1,1,0,0,1,8,2009,1,1,200000,12.2060726455302
"126",1,1,16,1,2,5,7,1910,2,1,5,1,796,1,2,1,3,796,2,1,2,4,1,0,1,0,4,3,0,0,2,5,2008,1,1,85000,11.3504065354725
"595",1,1,10,1,6,6,7,1977,2,1,1,2,506,1,3,1,1,1212,3,1,2,6,1,1,2,492,1,1,12,0,3,7,2006,1,1,151000,11.9250351157971
"225",1,1,19,1,2,8,5,2005,1,1,1,1,1814,1,1,1,1,1826,3,1,1,7,1,1,2,758,1,1,75,0,1,8,2006,2,3,319000,12.672946381767
"678",1,1,1,1,1,7,5,2002,1,1,1,1,916,1,1,1,1,1861,3,1,1,8,1,0,1,492,1,1,91,0,1,6,2006,1,1,200000,12.2060726455302
"138",1,1,13,4,2,6,5,1980,2,1,1,1,923,1,3,1,1,923,2,1,2,5,1,1,2,264,1,1,0,0,1,5,2010,1,1,143000,11.870599909242
"73",1,1,12,1,6,6,5,1964,2,1,2,1,1248,1,3,1,1,1350,3,1,2,6,1,0,1,520,1,1,0,0,4,6,2008,1,1,168500,12.0346910287746
"864",1,1,16,1,2,5,6,1957,2,1,4,3,0,1,1,1,1,1340,3,1,2,7,1,1,3,252,1,1,0,0,2,6,2007,1,1,120000,11.6952470217642
"849",2,1,8,2,1,5,9,1900,2,2,1,1,360,1,2,1,1,1812,4,2,1,8,1,1,6,672,1,1,0,0,2,5,2010,1,1,140000,11.8493977015914
"794",1,1,12,1,1,7,6,1966,2,1,2,1,924,1,1,1,1,2157,4,1,1,8,1,2,3,487,1,1,66,0,4,5,2006,1,1,226000,12.3282902782544
"476",1,1,11,1,2,9,5,2003,1,1,3,1,1896,1,1,1,1,1944,3,1,3,8,1,3,5,708,1,1,175,0,1,11,2006,1,1,360000,12.7938593104323
"175",1,1,12,1,2,5,5,1967,2,1,2,1,1214,1,3,1,1,1214,3,1,2,5,1,1,4,318,1,1,111,0,1,7,2007,1,1,143000,11.870599909242
"195",1,1,13,1,3,8,8,1983,1,1,1,1,1496,1,1,1,1,2132,1,1,1,5,4,1,3,612,3,1,40,0,1,9,2009,1,1,316600,12.665394426429
"452",1,1,3,1,1,7,6,1920,2,1,5,1,793,1,2,1,1,1802,4,1,2,9,1,1,3,216,2,1,0,0,1,7,2006,1,1,200100,12.2065725205718
"286",1,1,17,1,2,8,5,2007,1,1,1,1,1638,1,1,1,1,1646,3,1,1,7,1,1,3,800,1,1,44,0,1,4,2008,2,3,293077,12.5881906521085
"594",1,1,1,1,1,7,5,2003,1,1,1,1,847,1,1,1,1,1928,4,1,1,8,1,1,3,434,1,1,48,0,1,7,2007,1,1,219500,12.2991075114974
"524",1,1,13,1,6,7,5,1989,1,1,1,1,1518,1,2,1,1,1644,2,1,1,5,1,1,2,569,1,1,0,0,1,8,2009,1,1,275000,12.5245263766487
"223",1,1,5,1,2,5,4,1960,2,3,4,3,0,1,3,1,1,1771,3,1,2,9,2,1,2,336,1,1,0,0,4,11,2009,1,1,115000,11.6526874073454
"373",1,1,12,1,2,5,5,1959,2,1,2,1,1188,1,4,1,1,1188,3,1,2,6,1,0,1,531,1,1,0,0,2,5,2010,3,2,142000,11.8635823365834
"408",1,1,11,1,2,8,5,2006,1,1,3,1,1976,1,1,1,1,1976,2,1,1,7,1,1,5,908,1,1,63,0,1,7,2007,2,3,440000,12.9945300058944
"217",2,1,8,1,3,5,8,1925,2,1,2,1,702,1,2,1,1,1472,3,1,1,6,1,0,1,250,1,2,0,0,3,7,2007,1,1,125000,11.7360690162844
