"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"161",120,2,3842,1,1,2,4,1,1,2,3,1,1,4,2,8,5,2004,2005,2,1,7,7,3,1,1,1,3,1,2,1,1373,1,0,221,1594,1,1,1,1,1646,0,0,1646,1,1,2,0,2,1,1,5,1,1,3,1,3,2,482,1,1,1,128,53,0,0,155,0,1,1,1,0,1,2008,1,1,275000
"162",160,2,2522,1,1,1,1,1,1,1,16,1,1,5,1,6,5,2004,2006,1,1,1,1,3,1,1,1,1,1,1,3,0,1,0,970,970,1,1,1,1,970,739,0,1709,0,0,2,0,3,1,1,7,3,0,1,2,2,2,380,1,1,1,0,40,0,0,0,0,1,1,1,0,4,2006,1,1,130000
"163",60,1,10005,1,1,1,1,1,1,1,20,1,1,1,1,7,5,1977,1977,2,1,8,5,1,2,1,2,1,1,1,5,392,1,0,768,1160,1,1,1,1,1156,866,0,2022,0,0,2,1,4,1,2,8,1,1,2,1,3,2,505,1,1,1,288,117,0,0,0,0,1,1,1,0,3,2008,1,1,192000
"164",60,1,8244,1,1,2,1,1,1,1,18,1,1,1,1,7,5,2004,2004,1,1,1,1,2,1,1,1,1,1,1,3,0,1,0,840,840,1,1,1,1,840,880,0,1720,0,0,2,1,3,1,1,7,1,1,3,1,3,2,440,1,1,1,100,48,0,0,0,0,1,1,1,0,5,2007,1,1,183500
"165",20,1,7931,1,1,1,1,1,1,1,12,1,1,1,2,5,5,1959,1959,2,1,5,5,2,2,1,2,2,1,1,5,1148,1,0,0,1148,1,3,1,1,1148,0,0,1148,1,0,1,0,3,1,2,6,1,0,1,1,2,1,672,1,1,1,0,0,0,0,0,0,1,4,1,0,7,2009,1,1,132500
"166",120,1,4590,1,1,1,1,1,1,1,11,1,1,5,2,8,5,2006,2006,1,1,1,1,3,1,1,1,1,2,3,1,24,1,0,1530,1554,1,1,1,1,1554,0,0,1554,0,0,2,0,2,1,1,6,1,1,3,1,1,2,627,1,1,1,156,73,0,0,0,0,1,1,1,0,8,2007,1,1,209500
"167",20,1,53227,1,1,2,3,1,4,2,20,1,1,1,2,4,6,1954,1994,5,6,8,5,2,2,1,2,1,1,2,5,1116,1,0,248,1364,1,1,1,1,1663,0,0,1663,1,0,1,0,2,1,1,6,2,2,3,1,3,2,529,1,1,1,224,137,0,0,0,0,1,1,1,0,3,2008,1,1,256000
"168",60,1,15384,1,1,2,1,1,1,1,18,7,1,1,1,7,5,2004,2005,1,1,1,1,2,1,1,1,1,1,4,1,724,1,0,64,788,1,1,1,1,788,702,0,1490,1,0,2,1,3,1,1,8,1,1,3,1,3,2,388,1,1,1,100,75,0,0,0,0,1,1,1,0,2,2008,1,1,184000
"169",90,2,9100,1,1,1,1,1,1,1,10,5,1,3,2,5,5,1963,1963,1,1,4,4,1,2,1,2,2,1,1,4,1332,1,0,396,1728,1,3,1,1,1728,0,0,1728,1,0,2,0,6,2,2,10,1,0,1,2,2,2,504,1,1,1,0,0,0,0,0,0,1,1,1,0,11,2006,5,2,125000
"170",20,1,7314,1,1,1,1,1,1,1,1,1,1,1,2,7,5,2007,2007,1,1,1,1,3,1,1,1,1,1,4,1,724,1,0,508,1232,1,1,1,1,1232,0,0,1232,1,0,2,0,2,1,1,6,1,0,1,1,1,2,632,1,1,1,132,0,0,0,0,0,1,1,1,0,2,2009,1,1,194500
"171",20,1,5868,1,1,1,1,1,1,1,12,1,1,1,2,5,7,1956,2000,1,1,2,2,2,2,1,2,2,1,1,5,248,5,240,448,936,1,1,1,1,936,0,0,936,1,0,1,0,2,1,2,4,1,0,1,1,3,1,308,1,1,1,0,0,80,0,160,0,1,1,1,0,5,2010,1,1,129000
"172",20,1,9937,1,1,1,1,1,3,1,16,1,1,1,2,5,7,1964,1999,2,1,2,2,2,2,2,1,2,1,1,5,637,1,0,849,1486,1,1,1,1,1486,0,0,1486,1,0,1,0,3,1,2,7,1,0,1,2,3,2,480,1,1,1,0,0,0,0,0,0,1,2,1,0,3,2009,1,1,167000
"173",20,1,10400,1,1,1,1,1,1,1,7,1,1,1,2,7,5,1976,1976,1,1,4,4,1,2,1,2,1,1,1,3,0,1,0,1090,1090,1,3,1,1,1370,0,0,1370,0,0,2,0,3,1,2,6,1,1,2,1,1,2,479,1,1,1,0,0,0,0,0,0,1,2,1,0,6,2009,1,6,152000
"174",120,1,7313,1,1,1,1,1,1,1,11,1,1,4,2,9,5,2005,2005,2,1,2,2,1,3,1,1,3,1,1,1,1153,1,0,408,1561,1,1,1,1,1561,0,0,1561,1,0,2,0,2,1,3,6,1,1,3,1,3,2,556,1,1,1,203,47,0,0,0,0,1,1,1,0,8,2007,1,1,277500
"175",20,1,10355,1,1,2,1,1,3,1,12,1,1,1,2,5,5,1967,1967,1,1,2,2,1,2,1,2,2,1,1,5,695,1,0,519,1214,1,3,1,1,1214,0,0,1214,0,0,2,0,3,1,2,5,1,1,4,1,1,1,318,1,1,1,0,111,0,0,0,0,1,1,1,0,7,2007,1,1,143000
"176",20,1,13284,1,1,1,1,1,1,1,10,3,1,1,2,5,5,1954,1954,1,1,3,5,2,2,1,1,1,1,3,5,1064,1,0,319,1383,1,3,1,1,1383,0,0,1383,1,0,1,0,3,1,2,6,1,1,3,1,2,1,354,1,1,1,511,116,0,0,0,0,1,4,1,0,6,2008,1,1,165000
"177",120,1,7820,1,1,2,1,1,1,1,11,1,1,4,2,9,5,2007,2007,2,1,2,2,1,3,1,1,3,1,1,3,0,1,0,1869,1869,1,1,1,1,1869,0,0,1869,0,0,2,0,2,1,3,6,1,1,3,1,1,2,617,1,1,1,210,54,0,0,0,0,1,1,1,0,12,2007,2,3,318061
"178",90,5,7136,1,1,2,4,1,1,1,3,1,1,3,1,6,6,1946,1950,1,1,2,2,1,2,1,2,1,1,1,4,484,1,0,495,979,1,3,2,2,979,979,0,1958,0,0,2,0,4,2,2,8,1,0,1,1,2,2,492,1,1,1,0,0,0,0,0,0,1,1,1,0,8,2007,1,1,145000
"179",20,1,8800,1,1,2,1,1,1,1,1,1,1,1,2,5,7,1977,2008,1,1,4,4,2,2,1,2,1,1,3,7,532,5,144,364,1040,1,3,1,1,1040,0,0,1040,0,0,2,0,3,1,1,5,1,0,1,2,2,2,484,1,1,1,0,0,0,0,288,0,1,1,1,0,9,2009,1,1,150500
"180",20,1,13568,1,1,3,1,1,4,1,1,1,1,1,2,5,5,1995,1995,1,1,1,1,2,2,1,1,1,1,1,2,716,1,0,274,990,1,1,1,1,990,0,0,990,0,1,1,0,3,1,2,5,1,0,1,1,2,2,576,1,1,1,224,0,0,0,0,0,1,1,1,0,7,2006,1,1,156000
"181",60,1,6931,1,1,1,1,1,1,1,16,1,1,1,1,7,5,2003,2004,1,1,1,1,3,1,1,1,1,1,1,3,0,1,0,746,746,1,1,1,1,760,896,0,1656,0,0,2,1,3,1,1,7,1,1,3,3,3,2,397,1,1,1,178,128,0,0,0,0,1,1,1,0,7,2008,1,1,165400
"182",20,1,9100,1,1,1,1,1,1,1,12,1,1,1,2,6,6,1959,1959,2,1,3,6,2,2,1,2,2,1,1,4,612,1,0,252,864,1,1,1,1,864,0,0,864,0,0,1,0,2,1,2,5,1,0,1,2,2,1,300,5,6,1,0,0,0,0,0,0,1,1,2,450,10,2009,1,1,127500
"183",20,1,7000,1,1,2,1,1,4,1,1,1,1,1,2,5,8,1978,2005,1,1,1,1,1,1,2,2,2,1,1,2,646,1,0,218,864,1,1,1,1,864,0,0,864,1,0,1,0,3,1,2,6,1,0,1,1,2,1,336,1,1,1,0,0,0,0,0,0,1,3,1,0,7,2009,1,1,136500
"184",120,1,3010,1,1,1,1,1,1,1,22,1,1,4,2,7,5,2005,2006,1,1,1,1,1,1,1,1,1,1,4,1,16,1,0,1232,1248,1,1,1,1,1248,0,0,1248,0,0,2,0,2,1,1,5,1,0,1,1,3,2,438,1,1,1,108,0,0,0,0,0,1,1,1,0,3,2006,2,3,167240
"185",20,1,50271,1,1,2,3,1,1,1,2,1,1,1,2,9,5,1981,1987,1,2,6,3,2,1,1,2,3,1,2,1,1810,1,0,32,1842,1,2,1,1,1842,0,0,1842,2,0,0,1,0,1,1,5,1,1,3,1,3,3,894,1,1,1,857,72,0,0,0,0,1,1,1,0,11,2006,1,1,385000
"186",70,2,6120,1,1,1,1,1,1,1,9,1,1,1,1,5,8,1920,2004,1,1,2,2,2,2,1,3,2,1,3,3,0,1,0,939,939,1,1,1,1,939,574,0,1513,0,0,1,1,4,1,2,8,1,0,1,2,2,1,180,2,2,2,24,0,150,0,0,0,1,1,1,0,5,2007,1,1,137500
"187",50,1,10800,1,1,1,1,1,1,1,12,1,1,1,3,4,4,1949,1950,1,1,9,10,2,2,1,2,2,1,1,3,0,1,0,720,720,1,3,2,3,720,472,0,1192,0,0,1,1,4,1,2,6,1,0,1,5,4,0,0,4,3,1,0,0,0,0,0,0,1,1,1,0,12,2006,1,2,135000
"188",120,1,4671,1,1,2,4,1,1,1,19,1,1,4,2,8,5,1988,1989,1,1,4,4,2,1,1,1,1,1,3,1,767,1,0,461,1228,1,2,1,1,1228,0,0,1228,1,0,2,0,2,1,1,5,1,1,3,1,3,2,472,1,1,1,168,120,0,0,0,0,1,1,1,0,10,2008,1,1,189000
"189",60,1,10793,1,1,1,1,1,1,1,7,7,1,1,1,5,5,1969,1969,4,1,6,4,1,2,1,2,2,1,1,4,493,2,287,0,780,1,1,1,1,780,840,0,1620,0,0,2,1,4,1,2,7,2,0,1,1,3,2,462,1,1,1,208,0,0,0,0,0,1,3,1,0,4,2007,1,1,152000
"190",160,1,2628,1,1,1,1,1,1,1,11,1,1,5,1,7,5,2003,2003,1,1,1,3,3,1,1,1,1,1,1,3,0,1,0,764,764,1,1,1,1,764,862,0,1626,0,0,2,1,2,1,1,6,1,0,1,3,1,2,474,1,1,1,0,27,0,0,0,0,1,1,1,0,6,2010,1,1,175500
"191",90,1,7018,1,1,1,2,1,1,1,13,1,1,3,2,5,5,1979,1979,1,1,4,4,2,2,3,5,4,3,5,6,0,3,0,0,0,1,3,1,1,1535,0,0,1535,0,0,2,0,4,2,2,8,1,0,1,1,2,2,410,1,1,1,0,0,0,0,0,0,1,1,1,0,6,2009,1,5,118964
"192",120,1,6240,1,1,1,1,1,1,1,11,1,1,4,2,8,5,2006,2006,2,1,2,2,1,1,1,1,1,1,1,1,863,1,0,461,1324,1,1,1,1,1324,0,0,1324,1,0,2,0,2,1,1,6,1,1,3,1,3,2,550,1,1,1,192,38,0,0,0,0,1,1,1,0,12,2009,1,1,254000
"193",50,1,9600,1,1,1,1,1,1,1,12,1,1,1,3,6,5,1950,1950,1,1,1,1,2,2,1,2,2,1,1,5,280,1,0,752,1032,1,3,1,3,1032,220,0,1252,0,0,1,0,3,1,2,6,1,0,1,1,2,1,288,1,1,1,0,0,96,0,0,0,1,1,1,0,4,2008,1,2,119000
"194",50,2,6000,1,1,1,1,1,1,1,9,1,1,1,3,6,6,1939,1950,1,1,2,2,2,2,3,2,2,1,1,3,0,1,0,780,780,1,1,1,2,825,587,0,1412,0,0,1,0,4,1,2,6,1,1,3,2,2,1,280,1,1,1,45,0,0,0,0,0,1,1,1,0,5,2009,1,1,132500
"195",50,1,12327,1,1,2,3,1,1,2,13,1,1,1,3,8,8,1983,2009,1,1,3,6,2,1,1,2,1,1,2,1,1441,1,0,55,1496,1,1,1,1,1496,636,0,2132,1,0,1,1,1,1,1,5,4,1,3,3,3,2,612,3,1,1,349,40,0,0,0,0,1,1,1,0,9,2009,1,1,316600
"196",50,1,8405,1,2,1,1,1,1,1,16,1,1,1,3,5,8,1900,1950,1,1,2,2,2,2,1,3,2,2,1,4,241,2,391,229,861,1,1,1,1,961,406,0,1367,1,0,1,0,4,1,2,7,1,0,1,2,2,1,384,1,1,1,0,130,112,0,0,0,1,2,1,0,4,2008,1,1,119000
"197",20,1,9600,1,1,1,1,1,1,1,12,1,1,1,2,6,5,1953,1953,2,1,4,4,3,2,1,2,2,1,1,1,1285,1,0,131,1416,1,3,1,1,1644,0,0,1644,1,0,1,0,3,1,2,7,1,2,3,1,3,2,418,1,1,1,110,0,0,0,0,0,1,1,1,0,10,2009,1,1,167000
"198",20,1,13680,1,1,2,1,1,4,1,16,1,1,1,2,3,5,1955,1955,2,1,5,6,2,2,1,5,4,3,5,6,0,3,0,0,0,1,1,1,3,1733,0,0,1733,0,0,2,0,4,1,2,8,4,1,3,1,2,2,452,1,1,1,0,0,0,0,0,0,1,1,1,0,6,2009,1,1,139600
"199",50,1,8520,1,1,1,1,1,3,1,12,4,1,1,3,5,4,1952,1952,1,1,5,6,2,2,3,2,2,1,1,4,507,1,0,403,910,1,4,1,1,910,475,0,1385,0,0,2,0,4,1,2,6,1,0,1,2,2,2,720,1,1,1,0,0,0,0,0,0,1,2,1,0,6,2010,1,1,166000
"200",20,1,5400,1,1,1,1,1,1,1,8,1,1,1,2,5,7,1954,2000,1,1,2,2,2,2,2,2,2,1,1,4,415,1,0,418,833,1,1,1,1,833,0,0,833,0,0,1,0,2,1,1,4,1,0,1,2,2,1,326,1,1,1,0,0,0,0,0,0,1,2,1,0,8,2006,1,1,117000
"201",160,4,3000,1,3,1,1,1,1,1,6,1,1,4,1,6,5,2009,2009,1,1,1,1,3,1,1,1,1,1,4,1,294,1,0,318,612,1,1,1,1,612,612,0,1224,0,0,2,1,2,1,1,4,1,0,1,2,1,2,528,1,1,1,0,234,0,0,0,0,1,1,1,0,6,2009,2,3,173733
"202",20,1,11932,1,1,1,1,1,2,1,6,2,1,1,2,8,5,2007,2008,1,1,1,1,3,1,1,1,1,1,1,3,0,1,0,1580,1580,1,1,1,1,1580,0,0,1580,0,0,2,0,3,1,1,7,1,0,1,1,1,3,830,1,1,1,0,24,0,0,0,0,1,1,1,0,6,2008,4,3,235128
"203",30,2,11340,1,1,1,1,1,3,1,8,1,1,1,2,6,5,1923,1950,1,1,3,6,2,2,1,3,2,1,1,3,0,1,0,1200,1200,1,3,1,3,1200,0,0,1200,0,0,1,0,4,1,2,7,1,0,1,2,2,1,312,2,2,1,0,0,228,0,0,0,1,1,1,0,3,2006,1,6,125000
"204",60,1,8029,1,1,2,1,1,1,1,18,1,1,1,1,6,5,2005,2005,1,1,1,1,2,2,1,1,1,1,1,3,0,1,0,728,728,1,1,1,1,728,728,0,1456,0,0,2,1,3,1,1,8,1,0,1,1,3,2,400,1,1,1,100,24,0,0,0,0,1,1,1,0,7,2008,1,1,176000
"205",70,2,10440,1,2,1,1,1,1,1,8,1,1,1,1,5,8,1904,2002,1,1,2,2,2,2,1,1,2,1,1,3,0,1,0,650,650,1,2,1,1,958,581,0,1539,0,0,2,0,3,1,1,8,1,1,6,2,2,2,686,3,1,3,70,78,68,0,0,0,1,1,1,0,6,2008,1,1,157500
"206",30,2,10800,1,2,1,1,1,1,1,8,1,1,1,2,4,7,1885,1995,4,1,1,1,2,2,1,3,5,1,1,3,0,1,0,641,641,1,2,1,1,1047,0,0,1047,0,0,1,0,2,1,2,6,1,0,1,2,2,1,273,2,2,2,0,0,0,0,0,0,1,1,2,450,8,2007,1,1,100000
"207",30,2,7200,1,1,1,1,1,3,1,8,1,1,1,2,5,7,1940,1992,1,1,2,2,3,2,2,2,2,1,1,5,510,1,0,278,788,1,3,1,1,804,0,0,804,1,0,1,0,2,1,1,4,1,2,3,1,2,1,240,1,1,1,0,0,154,0,0,0,1,2,1,0,2,2010,1,2,119000
"208",60,1,11207,1,1,2,4,1,2,1,18,1,1,1,1,6,5,1997,1997,1,1,1,1,2,2,1,1,1,1,4,1,714,1,0,88,802,1,2,1,1,802,709,0,1511,1,0,2,1,3,1,2,8,1,1,2,1,3,2,413,1,1,1,95,75,0,0,0,0,1,1,1,0,6,2006,1,1,185000
"209",20,1,9800,1,1,1,1,1,3,1,1,1,1,1,2,5,7,1972,1972,1,1,1,1,2,2,1,1,2,1,1,2,894,1,0,0,894,1,3,1,1,894,0,0,894,1,0,1,0,3,1,2,5,1,0,1,1,2,2,552,1,1,1,256,0,0,0,0,0,1,3,1,0,7,2006,1,2,149900
"210",60,1,8633,1,1,1,1,1,2,1,1,1,1,1,1,6,5,2005,2005,1,1,1,1,2,1,1,1,1,1,1,1,193,1,0,545,738,1,1,1,1,738,738,0,1476,1,0,2,1,3,1,1,7,1,0,1,1,3,2,540,1,1,1,100,35,0,0,0,0,1,1,1,0,2,2009,1,1,173500
"211",60,1,8068,1,1,2,1,1,1,1,18,1,1,1,1,6,5,2002,2002,1,1,1,1,2,1,1,1,1,1,1,3,0,1,0,1010,1010,1,1,1,1,1010,1257,0,2267,0,0,2,1,4,1,1,8,1,1,2,3,1,2,390,1,1,1,120,46,0,0,0,0,1,1,1,0,12,2009,5,1,200000
"212",20,1,13526,1,1,2,1,1,4,1,10,1,1,1,2,5,6,1965,1965,2,1,4,5,1,2,1,2,2,1,1,5,560,6,375,0,935,1,3,1,1,935,0,0,935,1,0,1,0,3,1,2,5,1,0,1,1,2,1,288,1,1,1,180,0,0,0,0,0,1,2,1,0,11,2006,1,1,137000
"213",160,2,2522,1,1,1,1,1,1,1,16,1,1,5,1,7,5,2004,2004,1,1,1,1,3,1,1,1,1,1,1,3,0,1,0,970,970,1,1,1,1,970,739,0,1709,0,0,2,0,3,1,1,7,3,0,1,2,2,2,380,1,1,1,0,40,0,0,0,0,1,1,1,0,5,2006,1,1,130000
"214",60,1,13478,1,1,2,1,1,3,1,11,1,1,1,1,10,5,2008,2008,1,1,7,7,3,3,1,1,3,1,2,1,1338,1,0,384,1722,1,1,1,1,1728,568,0,2296,1,0,2,1,3,1,3,10,1,1,3,3,1,3,842,1,1,1,382,274,0,0,0,0,1,1,1,0,6,2009,5,1,451950
"215",20,1,13501,1,1,2,1,1,3,1,6,1,1,1,2,8,5,2006,2006,1,1,1,1,3,1,1,1,1,1,1,1,63,1,0,1560,1623,1,1,1,1,1636,0,0,1636,1,0,2,0,3,1,1,8,1,1,3,1,1,3,865,1,1,1,0,60,0,0,0,0,1,1,1,0,6,2007,1,1,255000
"216",20,1,8562,1,1,1,1,1,1,2,16,1,1,1,2,5,6,1957,2002,2,1,4,4,3,2,1,2,2,1,4,4,383,1,0,833,1216,1,1,1,3,1526,0,0,1526,0,0,1,0,4,1,2,7,4,1,3,6,2,1,364,1,1,1,116,78,0,0,0,0,1,1,1,0,5,2010,1,1,144500
"217",50,2,9600,1,2,1,1,1,1,1,8,1,1,1,3,5,8,1925,1994,3,1,1,1,2,2,1,1,2,1,3,3,0,1,0,702,702,1,2,1,1,842,630,0,1472,0,0,1,0,3,1,1,6,1,0,1,2,2,1,250,1,2,3,0,0,84,0,0,0,1,3,1,0,7,2007,1,1,125000
"218",90,1,13101,1,1,2,1,1,1,1,12,1,1,3,2,5,5,1965,1965,1,1,4,4,1,2,1,2,2,1,1,7,231,1,0,1497,1728,1,3,1,1,1728,0,0,1728,0,0,2,0,6,2,2,10,1,0,1,2,2,2,576,1,1,1,0,0,0,0,0,0,1,1,1,0,11,2008,1,1,142600
"219",20,1,70761,1,1,2,3,1,1,2,20,1,1,1,2,7,5,1975,1975,1,2,8,5,2,2,1,2,1,1,2,2,655,1,0,878,1533,1,3,1,1,1533,0,0,1533,1,0,2,0,2,1,1,5,1,2,2,1,2,2,576,1,1,1,200,54,0,0,0,0,1,1,1,0,12,2006,1,1,280000
"220",20,1,8724,1,1,1,1,1,1,1,10,1,1,1,2,5,5,1968,1968,1,1,1,1,2,2,1,2,1,1,1,5,492,1,0,402,894,1,2,1,1,894,0,0,894,0,0,1,0,3,1,2,5,1,1,6,1,3,2,450,1,1,1,0,0,0,0,0,0,1,1,1,0,5,2007,1,1,129000
"221",120,1,3696,1,1,1,1,1,1,1,19,1,1,4,2,8,5,1986,1986,1,1,4,4,2,1,1,2,1,1,1,3,0,1,0,1074,1074,1,1,1,1,1088,0,0,1088,0,0,1,1,2,1,1,5,1,0,1,1,1,2,461,1,1,1,0,74,137,0,0,0,1,1,1,0,10,2007,1,1,170000
"222",20,1,11900,1,1,2,1,1,3,1,12,1,1,1,2,6,5,1957,1957,1,1,4,4,1,2,1,2,2,1,1,4,1040,1,0,352,1392,1,3,1,3,1392,0,0,1392,1,0,1,1,3,1,2,6,1,2,3,1,1,2,458,1,1,1,0,0,0,0,192,0,1,1,1,0,6,2008,1,1,166000
"223",20,1,21750,1,1,1,1,1,1,1,5,1,1,1,2,5,4,1960,2006,2,1,4,4,1,2,3,5,4,3,5,6,0,3,0,0,0,1,3,1,1,1771,0,0,1771,0,0,1,0,3,1,2,9,2,1,2,1,2,2,336,1,1,1,0,0,0,0,0,0,1,4,1,0,11,2009,1,1,115000
"224",30,2,6000,1,1,1,1,1,1,1,8,4,1,1,2,6,6,1925,1980,1,1,2,2,2,2,2,3,2,1,1,5,397,1,0,706,1103,1,2,1,1,1103,0,0,1103,0,0,1,0,2,1,1,5,1,1,3,2,2,2,440,1,1,1,166,120,0,0,0,0,1,2,1,0,7,2006,1,1,110500
"225",20,1,11302,1,1,2,1,1,1,1,19,1,1,1,2,8,5,2005,2006,1,1,1,15,1,1,1,1,1,1,2,1,1422,1,0,392,1814,1,1,1,1,1826,0,0,1826,1,0,2,0,3,1,1,7,1,1,2,1,3,3,758,1,1,1,180,75,0,0,120,0,1,1,1,0,8,2006,2,3,319000
"226",60,1,12209,1,1,2,1,1,4,1,5,1,1,1,1,6,5,2001,2002,1,1,1,1,2,2,1,1,3,1,1,2,690,1,0,114,804,1,1,1,1,804,1157,0,1961,1,0,2,1,3,1,1,7,1,1,2,3,3,2,560,1,1,1,125,192,0,0,0,0,1,1,1,0,6,2009,1,1,215000
"227",20,1,10712,1,1,1,1,1,1,1,5,1,1,1,2,5,5,1991,1992,1,1,4,4,2,2,1,1,1,1,3,5,212,1,0,762,974,1,3,1,1,974,0,0,974,0,0,1,0,3,1,2,5,1,0,1,5,4,0,0,4,3,1,0,28,0,0,0,0,1,2,1,0,9,2007,9,2,93500
"228",20,1,7064,1,1,1,1,1,1,1,10,1,1,1,2,5,6,1977,1977,1,1,8,5,1,2,1,2,2,1,1,5,560,1,0,420,980,1,3,1,1,980,0,0,980,0,0,1,0,3,1,2,6,1,0,1,2,2,2,484,1,1,1,192,0,0,0,0,0,1,1,1,0,7,2009,1,1,135000
"229",90,1,10791,1,1,1,1,1,1,1,10,1,1,3,2,4,5,1967,1967,1,1,2,2,2,2,1,5,4,3,5,6,0,3,0,0,0,1,3,1,1,1296,0,0,1296,0,0,2,0,2,2,2,6,1,0,1,4,2,2,516,1,1,1,0,0,0,0,0,0,1,1,2,500,10,2006,1,1,90000
"230",20,1,10000,1,1,1,1,1,3,1,10,2,1,1,2,5,6,1961,1983,2,1,4,4,2,2,1,2,2,1,1,5,594,1,0,270,864,1,1,1,1,1144,0,0,1144,1,0,1,0,3,1,2,6,1,1,2,1,1,1,264,1,1,1,165,0,0,0,0,0,1,3,2,400,3,2009,1,1,131400
"231",20,1,11146,1,1,2,1,1,1,1,11,1,1,1,2,8,5,2006,2006,1,1,1,1,3,1,1,1,3,1,4,3,0,1,0,1709,1709,1,1,1,1,1717,0,0,1717,0,0,2,0,3,1,1,7,1,1,3,1,1,3,908,1,1,1,169,39,0,0,0,0,1,1,1,0,7,2009,1,1,255500
"232",20,1,13560,1,1,1,1,1,3,1,12,1,1,1,2,6,3,1968,1968,2,1,3,6,1,2,1,2,5,4,1,3,0,1,0,1392,1392,1,2,1,1,1392,0,0,1392,1,0,1,0,2,1,2,5,6,2,2,1,1,2,576,1,1,1,0,0,240,0,0,0,1,1,1,0,7,2009,1,1,110000
"233",160,4,3230,1,3,1,1,1,3,1,6,1,1,4,1,6,5,1999,1999,1,1,2,2,1,2,1,1,1,1,1,1,419,1,0,310,729,1,2,1,1,729,729,0,1458,0,0,2,1,2,1,2,5,1,1,4,2,2,2,440,1,1,1,0,32,0,0,0,0,1,1,1,0,6,2007,1,1,176000
"234",90,1,8777,1,1,1,1,1,1,1,16,2,1,3,3,5,7,1900,2003,1,1,2,2,2,2,1,2,2,1,1,2,1084,1,0,188,1272,1,2,1,1,1272,928,0,2200,2,0,2,2,4,2,2,9,1,0,1,5,4,0,0,4,3,2,0,70,0,0,0,0,1,4,1,0,9,2008,1,1,145900
"235",60,1,9337,1,1,2,1,1,1,1,1,1,1,1,1,6,5,1997,1997,1,1,1,1,2,2,2,1,1,1,1,1,648,1,0,176,824,1,1,1,1,905,881,0,1786,1,0,2,1,3,1,1,7,1,0,1,1,1,2,684,1,1,1,0,162,0,0,0,0,1,1,1,0,5,2007,1,1,204750
"236",20,1,9819,1,1,2,1,1,1,2,5,1,1,1,2,6,5,1977,1977,1,1,8,12,2,2,1,1,2,1,2,2,1567,1,0,0,1567,1,3,1,1,1567,0,0,1567,1,0,2,0,2,1,1,5,1,2,2,1,1,2,714,1,1,1,264,32,0,0,0,0,1,1,1,0,5,2009,1,1,196000
"237",70,2,17671,1,2,1,1,1,3,1,8,4,1,1,1,8,9,1882,1986,1,1,3,6,2,1,2,3,2,1,1,5,216,1,0,700,916,1,2,1,1,916,826,0,1742,0,0,1,1,4,1,1,8,1,1,3,1,2,2,424,1,1,3,0,169,0,0,0,0,1,1,1,0,11,2009,1,1,168000
"238",20,1,9100,1,1,1,1,1,1,1,12,1,1,1,2,5,6,1965,1965,1,1,1,1,2,2,1,2,2,1,1,5,338,5,466,121,925,1,1,1,1,925,0,0,925,0,1,1,0,2,1,2,5,1,0,1,2,2,1,429,1,1,1,0,0,0,0,0,0,1,3,1,0,7,2009,1,1,117500
"239",60,1,13518,1,1,1,1,1,1,1,11,1,1,1,1,9,5,2008,2009,2,1,1,1,3,3,1,1,3,1,1,3,0,1,0,1926,1926,1,1,1,1,1966,1174,0,3140,0,0,3,1,4,1,3,11,1,2,3,3,3,3,820,1,1,1,144,78,0,0,0,0,1,1,1,0,7,2009,2,3,485000
"240",70,1,12000,1,1,1,2,1,1,1,3,1,1,1,1,7,7,1941,1950,1,1,2,2,2,2,1,2,2,1,1,4,275,1,0,429,704,1,1,1,1,860,704,0,1564,0,0,1,1,3,1,4,7,1,1,3,1,2,1,234,1,1,1,0,0,0,0,0,0,1,1,1,0,7,2009,1,1,174500
"241",60,1,8462,1,1,2,1,1,1,1,13,1,1,1,1,6,5,1994,1994,1,1,4,4,1,1,2,1,1,2,1,1,814,1,0,114,928,1,1,1,1,936,785,0,1721,0,1,2,1,3,1,1,7,1,0,1,1,1,2,471,1,1,1,300,87,0,0,0,0,1,1,1,0,7,2007,1,1,201000
"242",50,1,11344,1,1,1,1,1,1,1,12,2,1,1,3,5,5,1958,1958,1,1,2,2,1,2,1,2,2,1,1,5,460,1,0,414,874,2,3,1,3,874,650,0,1524,0,0,1,1,3,1,2,7,1,0,1,1,2,1,315,1,1,1,0,0,0,0,0,0,1,3,1,0,7,2007,1,1,144000
